Index_ID,Text_Chunk
90,"import ToDoGetAllOutputsfrom altair.system import Searchasync def ToDoGetAllRun(inputs: ToDoGetAllInputs, outputs: ToDoGetAllOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs (ToDoGetAllInputs): action inputs outputs (ToDoGetAllOutputs): action outputs context (ActionContext): action context ''' result = await Search.search(session=context.session, filter= 'system.contentType in [""altair.todo."
91,"ToDo""]') outputs.todos = result.entities Delete The python code generated when creating a category action is as follows:# --------------------------------------------------------------------------------# stubs for action ToDoDelete generated by Altair One content definition compiler.# ToDoDeletePre [optional] precheck and setup resources required for action.# ToDoDeleteRun business logic of action and set outputs.# ToDoDeletePost [optional] postchecks and free resources aquired by action.# *** DO NOT"
92,"and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import ToDoDeleteInputsfrom altair.todo import ToDoDeleteOutputsasync def ToDoDeleteRun(inputs: ToDoDeleteInputs, outputs: ToDoDeleteOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs (ToDoDeleteInputs):"
93,and set outputs Args: inputs (ToDoDeleteInputs): action inputs outputs (ToDoDeleteOutputs): action outputs context (ActionContext): action context ''' await inputs.thisContent.delete() await inputs.thisContent.emitToDoDeletedEvent(todoId=inputs.thisContent.id) outputs.status = True MarkAsCompleted The python code generated when creating a MarkAsCompleted action is as follows:# --------------------------------------------------------------------------------# stubs for action ToDoMarkAsComplete generated by
94,stubs for action ToDoMarkAsComplete generated by Altair One content definition compiler.# ToDoMarkAsCompletePre [optional] precheck and setup resources required for action.# ToDoMarkAsCompleteRun business logic of action and set outputs.# ToDoMarkAsCompletePost [optional] postchecks and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import
95,"PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import ToDoMarkAsCompleteInputsfrom altair.todo import ToDoMarkAsCompleteOutputsasync def ToDoMarkAsCompleteRun(inputs: ToDoMarkAsCompleteInputs, outputs: ToDoMarkAsCompleteOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs (ToDoMarkAsCompleteInputs): action inputs outputs (ToDoMarkAsCompleteOutputs): action outputs context (ActionContext): action context '''"
96,context (ActionContext): action context ''' inputs.thisContent.status = 'Completed' outputs.status = True await inputs.thisContent.emitToDoModifiedEvent(todoRef=inputs.thisContent) MarkAsPending The python code generated when creating a MarkAsPending action is as follows:# --------------------------------------------------------------------------------# stubs for action ToDoMarkAsPending generated by Altair One content definition compiler.# ToDoMarkAsPendingPre [optional] precheck and setup resources
97,[optional] precheck and setup resources required for action.# ToDoMarkAsPendingRun business logic of action and set outputs.# ToDoMarkAsPendingPost [optional] postchecks and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import ToDoMarkAsPendingInputsfrom altair.todo import ToDoMarkAsPendingOutputsasync def
98,"import ToDoMarkAsPendingOutputsasync def ToDoMarkAsPendingRun(inputs: ToDoMarkAsPendingInputs, outputs: ToDoMarkAsPendingOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs (ToDoMarkAsPendingInputs): action inputs outputs (ToDoMarkAsPendingOutputs): action outputs context (ActionContext): action context ''' inputs.thisContent.status = 'Pending' outputs.status = True await inputs.thisContent.emitToDoModifiedEvent(todoRef=inputs.thisContent) GetPending The"
99,GetPending The python code generated when creating a GetPending action is as follows:# --------------------------------------------------------------------------------# stubs for action ToDoGetPending generated by Altair One content definition compiler.# ToDoGetPendingPre [optional] precheck and setup resources required for action.# ToDoGetPendingRun business logic of action and set outputs.# ToDoGetPendingPost [optional] postchecks and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS
100,"by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import ToDoGetPendingInputsfrom altair.todo import ToDoGetPendingOutputsfrom altair.system import Searchasync def ToDoGetPendingRun(inputs: ToDoGetPendingInputs, outputs: ToDoGetPendingOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs"
101,"logic of action and set outputs Args: inputs (ToDoGetPendingInputs): action inputs outputs (ToDoGetPendingOutputs): action outputs context (ActionContext): action context ''' result = await Search.search(session=context.session, filter= 'status like ""Pending"" && system.contentType in [""altair.todo."
102,"ToDo""]' ) outputs.pendingToDos = result.entities GetCompleted The python code generated when creating a GetPending action is as follows:# --------------------------------------------------------------------------------# stubs for action ToDoGetCompleted generated by Altair One content definition compiler.# ToDoGetCompletedPre [optional] precheck and setup resources required for action.# ToDoGetCompletedRun business logic of action and set outputs.# ToDoGetCompletedPost [optional] postchecks and free"
103,"[optional] postchecks and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import ToDoGetCompletedInputsfrom altair.todo import ToDoGetCompletedOutputsfrom altair.system import Searchasync def ToDoGetCompletedRun(inputs: ToDoGetCompletedInputs, outputs: ToDoGetCompletedOutputs, context: ActionContext):"
104,"ToDoGetCompletedOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs (ToDoGetCompletedInputs): action inputs outputs (ToDoGetCompletedOutputs): action outputs context (ActionContext): action context ''' result = await Search.search(session=context.session, filter= 'status like ""Completed"" && system.contentType in [""altair.todo."
105,"ToDo""]' ) outputs.completedToDos = result.entities GetNotes The python code generated when creating a GetNotes action is as follows:# --------------------------------------------------------------------------------# stubs for action ToDoGetNotes generated by Altair One content definition compiler.# ToDoGetNotesPre [optional] precheck and setup resources required for action.# ToDoGetNotesRun business logic of action and set outputs.# ToDoGetNotesPost [optional] postchecks and free resources aquired by"
106,"postchecks and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import ToDoGetNotesInputsfrom altair.todo import ToDoGetNotesOutputsasync def ToDoGetNotesRun(inputs: ToDoGetNotesInputs, outputs: ToDoGetNotesOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs"
107,logic of action and set outputs Args: inputs (ToDoGetNotesInputs): action inputs outputs (ToDoGetNotesOutputs): action outputs context (ActionContext): action context ''' notes = await inputs.thisContent.getNotes() outputs.notes = notes pass
108,Note Action Code Snippets View the python code that is generated when you create and delete note actions for the content definition.
109,Create The python code generated when creating a Create note is as follows:# --------------------------------------------------------------------------------# stubs for action NoteCreate generated by Altair One content definition compiler.# NoteCreatePre [optional] precheck and setup resources required for action.# NoteCreateRun business logic of action and set outputs.# NoteCreatePost [optional] postchecks and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.#
110,"action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import NoteCreateInputsfrom altair.todo import NoteCreateOutputsfrom altair.todo import Notefrom altair.system import Contentasync def NoteCreateRun(inputs: NoteCreateInputs, outputs: NoteCreateOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args:"
111,"business logic of action and set outputs Args: inputs (NoteCreateInputs): action inputs outputs (NoteCreateOutputs): action outputs context (ActionContext): action context ''' # Create the instance of the note note = Note(session=context.session) note.name = inputs.name note.content = inputs.content # Add note the parent ToDo parentRef = await Content.getByRef(session=context.session, contentRef=inputs.parentRef) parentRef.content.addRelation(to=note, relationType=""notes"") # Assign the note object to the"
112,# Assign the note object to the output content outputs.content = note Delete The python code generated when creating a Delete note is as follows:# --------------------------------------------------------------------------------# stubs for action NoteDelete generated by Altair One content definition compiler.# NoteDeletePre [optional] precheck and setup resources required for action.# NoteDeleteRun business logic of action and set outputs.# NoteDeletePost [optional] postchecks and free resources aquired by
113,"postchecks and free resources aquired by action.# *** DO NOT MODIFY STUB DEFINITIONS ***.# --------------------------------------------------------------------------------#Created from PythonActionSrcTemplatefrom altair.system import ActionContextfrom altair.todo import NoteDeleteInputsfrom altair.todo import NoteDeleteOutputsasync def NoteDeleteRun(inputs: NoteDeleteInputs, outputs: NoteDeleteOutputs, context: ActionContext): '''Implement business logic of action and set outputs Args: inputs"
114,logic of action and set outputs Args: inputs (NoteDeleteInputs): action inputs outputs (NoteDeleteOutputs): action outputs context (ActionContext): action context ''' await inputs.thisContent.delete() outputs.success = True
115,"Compile the Action for the Content Definition Compile that actions provided for the content definition.
Once you compile the actions for the content definition, it will generate Python or JavaScript of the defined actions.
The generated Python or JavaScript is applied to the action based on the selected Language for implementing action while creating the action.
After compiling the action, you must author the business logic in the code that is used to run the actions."
116,"The action code consists of 3 arguments: Inputs - contains the information defined while creating the actions.
Output - contains the information defined while creating the actions.
Action Context - contains the details required for action execution.
For example, to pass some environment variables to the action.
Click the next to the created action.
Action - Compile The action compile notification is displayed.
Action Compile Notification Click Compile in the notification dialog box."
117,"The content definition action will be compiled and the action code will be displayed.
Action Code"
118,"Create an Action for the Content Definition Let us add a Create action for our ToDo content definition.
Perform the following steps to create an action for the content definition.
Click next to the Actions.
Content Definition Actions The Create Action is displayed.
Create Action Enter the Action name.
By default, the Extends from event content type value is selected.
Choose one of the following actions to model the content definition: Constructor action - action to construct the entity type."
119,"Static action - a type level action which is applicable for the content definition.
Inline action - is an action which provides an output as part of the invocation response.
Select the Language for implementing action from the drop-down list.
Enter the Description.
The description is mandatory in all the places for documentation purpose.
The information provided in this field will generate documentation for the content definition action.
Click next to the Action Inputs to define the action inputs."
120,"The action inputs field are displayed.
Action Inputs Enter the required details for the Action Inputs.
The required action inputs are Name, Type, and Description.
Click next to the Action Outputs to define the action output when the action is complete.
The action outputs field are displayed.
Action Outputs Enter the required details for the Action Outputs.
The required action outputs are Name, Type, and Description.
Click Create.
The content definition lists the created action."
121,"The content definition lists the created action.
Created Content Definition Action In this example, we have created a Create action to perform an action on the task.
Now, we can create GetAll, Delete, MarkAsCompleted, MarkAsPending, GetPending, GetCompleted and GetNotes actions to perform various operations on the tasks.
Similarly, we can create Create and Delete note actions.
Compile the Action for the Content Definition."
122,"Compile the Action for the Content Definition.
Compile the Action for the Content DefinitionCompile that actions provided for the content definition.
Actions Code SnippetsView the python code that is generated when you create the actions for the content definition.
Note Action Code SnippetsView the python code that is generated when you create and delete note actions for the content definition."
123,"Create an Advanced Application using Object Store Creating an advanced (Digital Twin) application to design, build, test, optimize, evaluate the what-if scenarios, performâ€¯predictive maintenance, and extend the remaining useful life (RUL) of their products without the need for physical prototypes."
124,Typical work flow of the Digital Twin application: Create a Project Upload project model files Set main model file for Project Run MDE & get JSON model file Add a Module Assign parts to Module Add an Application Upload application model files Set main model file for the Application Edit the Application Generate report for the Application View Report Digital Twin Data Model The data model for the Digital Twin application is an abstract model that organizes elements of data and standardizes how they relate
125,elements of data and standardizes how they relate to one another and to the entities.
126,"Digital Twin Data Model Create the required Content Pack Objects like Properties, Relations, and Actions for each of the Data Models.
Note: Refer to Create Objects in Object Store for more information.
Digital Twin Content Pack You can download the Digital Content pack zip file (dtwin.zip) from Altair One Drive location at https://altairone.com/Drive/dir/64e72c5c3c2985487dbb3595 or obtained using your usual Altair support channels."
127,"To load the Digital Twin Content pack, refer to Register the Content Pack with VS Code.
Authoring the Digital Twin ApplicationAuthor the actions for the Digital Twin (DT) application in Object Store.
Invoking Digital Twin ActionsDT actions can be invoked from a client via a Python/Js script or using the Web-UI client.
Execute Actions on HPCThe following sections shows how to execute actions on HPC for accessing the files, creating models, executing solver, and editing the model."
128,"Create an Application using Object Store Altair Object Store provides the building blocks required to create and deploy applications.
The main steps to build an application are: Connect to the Object Store server and create a profile.
Create a local content pack with content definitions.
Add properties, actions, events and relations to content definitions.
Build and Deploy the content pack.
Apply the Object Store packages.
Apply the Web Content pack.
Access the application."
129,"Access the application.
Let us examine these steps with an example of a ToDo task management application.
The application consists of a list of tasks.
A task (ToDo content) consists of a basic description, status (pending, in-progress or done), start and end dates.
Tasks can also be assigned a category (Personal or Work).
The application also contains notes.
A note (Note content) captures text about a task.
These are the content definitions we need to create."
130,"Content Definition Create the following Content Definition: ToDo - captures the basic description, status, start and end dates.
Optionally one can assign a category to a ToDo task.
Note - captures the note for the tasks.
Properties We need to add these properties for the ToDo content definition.
description - ToDo that you want to accomplish.
This is a string property type to define the content of the task.
status - Status of the ToDo whether in progress, pending or completed."
131,"All todos are by default in pending status.
Set the property value as “In Progress”, “Completed”, and “Pending”.
category - Group the ToDo .
Set the property value as “Personal” and “Work”.
Actions These are the actions that need to be added to the ToDo content definition."
132,"Create - Create a ToDo action with the description, status and category GetAll - Get All ToDos that is created by the user from the database Delete - Delete the selected ToDo MarkAsCompleted - Mark the ToDo as completed MarkAsPending - Mark the ToDo as pending GetPending - Get all the pending ToDos GetCompleted - Returns completed ToDos GetNotes - Get all the associated notes Events Here are the Events that need to be added to the ToDo content definition."
133,"ToDoCreateEvent - Event is triggered when a ToDo entity is created ToDoDeleteEvent - This event is triggered on deletion of a ToDo entity ToDoModifiedEvent - Trigger on modification of ToDo Relations We need to create a relation to Notes from the ToDo content definition.
Notes"
134,"Create Content Definition Create the content definition in the local packs.
The content definition captures the definition of the domain object that you want to model.
The Type of definition created for the local packs are: Content - captures the definition of the domain object that you want to model.
Property - is a data type in programming parlance.
When you share the content pack with a user, then the user can use the authored properties as well.
Global Action - Actions defined globally."
135,"Global Action - Actions defined globally.
Global Event - Events defined globally.
Let's create a ToDo content definition for our application.
Click next to the created local pack.
Content Definition Select Content from the Type of definition drop down list.
Content Definition - Options The Create Content Definition is displayed.
Create Content Definition Enter the Content definition name.
Note: The content definition name should start with an Uppercase character."
136,"Select the Extends from content definition from the drop-down list.
Extend from content definition - Lists By default, only the system content packs are displayed for an empty database.
It will display user deployed content packs if they are available.
Enter the Description.
The description is mandatory in all the places for documentation purpose.
The information provided in this field will generate documentation for the content definition."
137,"Optional: Select Abstract content definition to define an interface.
The content definition created will be extended and defined later.
Click Create.
The local packs lists the created content definition.
Created Content Definition and Content Outline Click the created content definition to view the Content Outline in the bottom pane.
The content outline of the content definition will be displayed."
138,"Content OutlineThe content outline provides you to further author the content definitions like Properties, Relations, Actions, and Events."
139,"Authoring the Digital Twin Application Author the actions for the Digital Twin (DT) application in Object Store.
Create the DT Project and Set a Model by DefaultUpload Project Model FilesRun MDE & Generate the Model JSONGet the JSON Model Generated by MDEAdd a ModuleAdd an ApplicationUpload an Application Model FilesEdit an ApplicationGenerate Report for an Application"
140,"Create an Event for the Content Definition Author the content definition by creating an event.
Let's create a Create Event for our ToDo content definition.
This event will be triggered when a ToDo entity is created.
Click next to the Events.
Content Definition Events The Create Event is displayed.
Create Event Enter the Event name.
By default, the Extends from event content type value is selected.
Select Static checkbox if you do not want the event to be instantiated."
141,"Static content will not have any associated action.
Enter the Description.
The description is mandatory in all the places for documentation purpose.
The information provided in this field will generate documentation for the content definition action.
Click next to the Event Payload to define the event payload information.
The Event Payload field are displayed.
Event Payload Click Create.
The content definition lists the created event."
142,"The content definition lists the created event.
Created Content Definition Event In this example, we have created a Create event.
Now, we can create Delete and Modified events."
143,"Execute Actions on HPC The following sections shows how to execute actions on HPC for accessing the files, creating models, executing solver, and editing the model.
Mounting and Unmounting Altair DriveAccessing Mounted File(s)Getting the Application Path from Execution EnvironmentRunning MDEExecuting SolveEditing an ApplicationCopying Files to Altair Drive (adcopy)"
144,"Build and Deploy the Local Pack Build, deploy and install the local pack with the content definition, its property, actions, events, and the relations.
Once the Build, Deploy and Install is complete, it will package the Python and NodeJS code into a WHL file and the tar.gz respectively.
This has to be used to build our ToDo application.
Right-click the created local pack.
Created Local Pack Select Build, Deploy & Install from the drop-down list."
145,"Build, Deploy, and Install Local Pack Note: Any changes done after you Build, Deploy, and Install the content pack, you must increment the Content pack version number before you Build, Deploy, and Install the updated content pack.
Update the Content Pack Version Number Build and deploy notifications will be displayed.
Build and Deploy Notifications Click the Output tab in the VS Code to view the process of build and deploy.
Build and Deploy Process The Remote Packs pane lists the deployed local pack."
146,"You can browse the deployed local pack to verify the content definition, its property, actions, events, and the relations.
Once the Build, Deploy and Install is complete, it will package the Python and NodeJS code into a WHL file and the tar.gz respectively.
Packaged FilesYou can use the bundled package content in the UI and start using the application that is created using the Object Store."
147,"Create a Local Content Pack Now that we have connected to the server, created a profile and downloaded the essential remote content packs, we can begin creating our local content pack.
In this example, we will create a todo content pack.
Click in the Local Packs pane.
Create Local Packs The Create Content Pack is displayed.
Create Content Pack Enter the Content pack name.
The content pack name should be in lowercase which is the standard way used in Python and nodejs package names."
148,"The content pack name links to the package name in Python or in nodejs (npm package).
Enter the Content pack provider.
The content pack provider is a higher-level namespace to differentiate package names at an account level.
Enter the Content pack version number.
The selected content pack version should be based on npm versioning style which is prevalent in the node modules and at various package management system (Major.
Minor, and Bug Fixes - 1.0.0).
Select the Content pack dependencies."
149,"Select the Content pack dependencies.
By default, all the content pack is dependent on system pack.
System pack is a set of interfaces defined by the platform.
This provides the information about the content pack and its relationship with the event, action, application, execution environment, and file directory.
Enter the Content pack description.
The content pack description is mandatory in all the places for documentation purpose."
150,"The information provided in this field will generate documentation for that pack.
Select the Content pack parent directory.
The content pack parent directory is where the content pack must be initialised.
Click Create.
ToDo Example The Local Packs pane lists the created local content pack.
Created Local Content Pack"
151,"Create Objects in Object Store Create the objects in Object Store to generate the APIs for the ToDo application.
Connect to a Server and Create a ProfileBefore we begin, we need to connect to the Object Store server, create a profile and fetch the essential remote content packs.
Create a Local Content PackNow that we have connected to the server, created a profile and downloaded the essential remote content packs, we can begin creating our local content pack."
152,"Create Content DefinitionCreate the content definition in the local packs.
Create Property for the Content DefinitionAuthor the content definition by creating a property.
Create an Action for the Content DefinitionLet us add a Create action for our ToDo content definition.
Create an Event for the Content DefinitionAuthor the content definition by creating an event.
Create a Relation for the Content DefinitionAuthor the content definition by creating a relation."
153,"Build and Deploy the Local PackBuild, deploy and install the local pack with the content definition, its property, actions, events, and the relations."
154,"Create Property for the Content Definition Author the content definition by creating a property.
For our ToDo content definition let's add a description property which will take string values.
Click next to the Property.
Content Definition Property The Create Property is displayed.
Create Property Enter the Property name.
Select the Property Type from the drop-down list."
155,"Select the Property Type from the drop-down list.
Property Type - Lists The property type is a list of various native types supported by JSON schema and the system properties authored on top of the JSON schema.
Note: Additional fields are displayed based on the selected Property Type.
For example, if you have selected String as the Property Type, then it displays the Enumerations for property value field.
Property Lists - Additional Fields Enter the Description."
156,"The description is mandatory in all the places for documentation purpose.
The information provided in this field will generate documentation for the content definition property.
Optional: Select Required to define if property defined is required or not for the content definition.
Click Create.
The content definition lists the created property.
Created Content Definition Property In this example, we have created a description property to describe the task."
157,"Now, we can create status and category properties to describe the task status and its category."
158,"Create a Relation for the Content Definition Author the content definition by creating a relation.
Let's create a relation between ToDos and Notes in our application.
Click next to the Relations.
Content Definition Relations The Create Relation is displayed.
Create Relation Enter the Relation name.
Select the Content type of related content from the drop-down list.
Select the From cardinality [from this content to related content] from the drop-down list."
159,"From Cardinality Select the To cardinality [from this content to related content] from the drop-down list.
Click Create.
Create Relation Details The content definition lists the created relation.
Created Content Definition Relation"
160,"Connect to a Server and Create a Profile Before we begin, we need to connect to the Object Store server, create a profile and fetch the essential remote content packs.
Perform the following steps to create a profile.
Click Altair One Tool icon () in the VS Code.
Click at the top pane in the left panel.
The Create Profile is displayed in the right panel.
Create Profile Enter a Profile Name.
Enter the Server URL.
Select the Execution Environment from the drop-down menu.
Click Create."
161,"Click Create.
The created profile will be listed.
Created Profile Right-click the profile and select Make Default to set it as a default profile.
Set the Profile as Default Note: Refresh the Remote Packs after adding the profile to authenticate your credentials using Okta login page.
Remote packs get activated after authenticating your credentials.
Click Altair One Content Pack icon ().
The Remote Packs deployed are listed: Remote Packs Create Local Packs."
162,"Altair Object Store Platform Architecture The Object Store architecture includes, in addition to the central Object Store engine that manages configuration and execution, an environment manager, a multi-model database, an event bus, and gateways.
Investigate the many different parts that make up the Object Store architecture.
Altair Object Store platform architecture consists of: Object Store Architecture Arango Database â€“ a multi-model database that provides storage capability and a graph model."
163,The database provides Search capability and it indexes the data based on the index definition.
164,"Redis for distributed data structure implementation NATS Event Bus Root Gateway API Gateway â€“ a downstream gateway that calls the Object Store Authentication Server - Receive Request, Authenticate the user, give JWT token and forward the request to the downstream configured services Object Store engine â€“ a core engine handling configuration and execution Environment Manager - a service that curates the execution environment (PBS or OpenFaaS)."
165,"This service is responsible for authoring and deployment of content definitions in the execution environment.
It manages the health of the environment and addresses various functions (for example, bringing up a server which is down)."
166,Benefits of Object Store The Altair Object Store allows you to model engineering objects that are independent of the user interface and can be consumed in a variety of applications via APIs.
167,"The benefits of Object Store are as follows: Object Store enables you to model engineering objects, define properties, and methods Ability to define and capture Objects (for example, content, file and folder) Define the properties, behavior, and methods for these Objects Write sample code for a method, action, and behavior Objects can be independent rather than glued to the user interface Consume objects in different applications through APIs (for example, in HyperWorks, HyperView and Inspire) Support for"
168,"in HyperWorks, HyperView and Inspire) Support for authoring the contents, actions, and deploying them Users can author content and get it onboarded to the platform easily."
169,"Object Store Features Altair Object Store is an advanced content management system that combines the capabilities of numerous services and an action execution engine that applies Access Control List (ACL) and other authorization policies for enhanced security.
The main features of the Object Store are: Everything in the object store is modeled as an Object.
Supports object extension and ACL.
Capability to define, create and manage content through content packs."
170,"Actions can be authored in one language and consumed in other languages.
Achieves a clear separation of storage and computation.
Seamless communication between the applications.
Built on multi-model graph database for high performance.
Support various deployment modes.
Content Packs Content packs encapsulate definitions, actions, applications, events, execution environments and other resources.
Consumers can pay and use contents packs authored and deployed by various providers in the Object Store."
171,"About Altair Object Store Object Store is an enhanced next-generation platform core that has combined capabilities of numerous services.
Altair Object Store is an enhanced next-generation platform providing a set of core fundamental services that let client applications define, modify, and share authoritative digital content representing virtual engineering meta-worlds."
172,"The Object Store is a unique content management system that enables complex digital modeling through: object inheritance, instancing fine-grained access control metadata for search and classification object linkage through relationships capture of behaviors and actions publish-subscribe (pub/sub) messaging to enable event-driven architecture Domain Objects, Actions, Events, and Execution Environments can be modeled as objects."
173,"Solving, result extraction, file operations and other actions are modeled as domain actions.
These can be executed in PBS Professional, OpenFaaS or other environments.
See AlsoTutorials"
174,"Register the Content Pack with VS Code You can register the content pack with VS Code to use the objects.
Before you begin, unzip the Content pack zip file in your local system.
Click on the left panel of the VS Code.
Register Content Pack Select the unzipped Content Pack folder from the Windows Explorer.
Click Select Folder.
The content pack will be registered in the VS Code."
175,"Integration with VS Code The Object Store plugin for Visual Studio Code (VSCode) provides an efficient coding environment for authoring and onboarding content packs.
The VS Code helps to author the content which is easier for users to get onboarded to the platform.
The icons added in the VS Code after you install Object Store are: - Altair One Tool icon - Altair One Content Pack icon.
The VSCode plugin provides: Authoring Panel: A panel on the left to define a workflow for authoring a content pack."
176,"It consists of: Remote Packs Pane: A pane at the top that displays the packs that are deployed on the server.
Local Packs Pane: A pane in the middle that displays the packs authored by the user.
Content Outline Pane: A pane at the bottom that displays the contents of the content pack.
Editor Panel: A panel on the right to edit the code of the content pack."
177,"Install Object Store This section provides the prerequisites, instructions to install Object Store, verification of Object Store installation, and Object Store service commands.
Prerequisites Prerequisites for installing Object Store components and Object Store.
Node.js 16 LTS Python 3.8.10 Amazon Coretto OpenJDK 11 Docker GitBash (on Windows) Object Store Installer zip archive.
Note: Contact Altair Support channels to obtain the installer."
178,"Visual Studio Code (VSCode) Install Object Store Copy the Object Store installer to the system where you want to install.
Start the console as an administrator.
Navigate to the location where you have copied the Object Store installer zip file.
Unzip the Object Store Installer zip file.
Run the reinstall.sh script.
This will install Object Store docker image with database and VSCode plugin."
179,"Note: If there is an existing instance of the Object Store, then this command will reinstall the Object Store docker image with a new database and VSCode plugin.
Installation Verification Run the sanity tests to verify the Object Store installation.
To verify the installation: Navigate to client/tests/js.
Execute the following command: execute ""npm test"" Navigate to client/tests/python."
180,"Execute the following command: execute ""pytest -v"" Object Store Service Commands Commands for starting and stopping of Object Store.
You need administrator (sudo) permissions to start or stop the Object Store services.
To start Object Store docker image: docker-compose up To stop Object Store docker image: docker-compose down Troubleshooting the Installation Troubleshoot the Object Store installation."
181,"Perform the steps if the following error is displayed while starting the Object Store server on Windows:""A required privilege is not held by the client"" Run secpol.msc and add the user to the list of users who can create symbolic links by navigating to Security Settings -> Local Policies -> User Rights Assignment -> Create symbolic links.
Start the console used to launch Object store as administrator."
182,"Apply Object Store Packs to use the Application Apply the Object Store packages and web content packs in the local UI framework.
We will use the ToDo packages and the altair system package to continue authoring our application.
Apply the Object Store PackagesApply the Object Store API packages created to the local UI framework.
Apply the Web Content PackFor our ToDo application, we will update the javascript code to use the objects we defined in our content pack."
183,Access the ApplicationAccess the application with Altair One credentials.
184,"Apply the Web Content Pack For our ToDo application, we will update the javascript code to use the objects we defined in our content pack.
Create the following files to use the Object Store web content pack: session.js - To create the sessions while using the content definition useManageToDo.js - To use the properties and actions useToDoCreateEvent.js - To use the events useManageNote.js - To use the notes Note: The above file names are just an example."
185,"The file names can be different based on your requirements.
Update the session.js file with the following code to create sessions while using the content definitions: import { Session } from '@altair/system';let session;const serverUrl = `${window.location.origin}/api/objectstore`;export const getSession = async () => { if (!session) { session = await Session."
186,"Create({ serverUrl }); } return session; }; Update the useManageToDo.js file with the following code to consume the Object Store properties and actions content definitions: import React from 'react';import { ToDo } from '@altair/todo';import { getSession } from '../session';import { useToDoCreateEvent } from './useToDoCreateEvent';const EMPTY_ARRAY = [];export const useManageToDo = () => { const [todos, setTodos] = React.useState(EMPTY_ARRAY); const [isLoading, setIsLoading] = React.useState(false);"
187,"setIsLoading] = React.useState(false); useToDoCreateEvent({ todos, setTodos }); const addToDo = React.useCallback(async (text, category) => { const session = await getSession(); await ToDo."
188,"Create({ session, description: text, category: category.label }); }, []); const getAll = React.useCallback(async () => { setIsLoading(true); const session = await getSession(); const { todos = [] } = await ToDo."
189,"GetAll({ session }); const newTodos = todos.map(todo => ({ id: todo.id, text: todo.description, category: todo.category, isDone: todo.status === 'Completed', entity: todo, })); setIsLoading(false); setTodos(newTodos); }, []); const markTodo = React.useCallback( async (index, todo) => { const mapTodos = {}; todos.forEach(todo => { mapTodos[todo.id] = todo; }); const session = await getSession(); const todoRef = await ToDo.getByRef({ contentRef: { id: todo.id, contentType: todo.entity.contentType }, session,"
190,"contentType: todo.entity.contentType }, session, }); if (todo.isDone) { await todoRef.content."
191,"MarkAsPending({ session }); mapTodos[todo.id].isDone = false; } else { await todoRef.content.
MarkAsComplete({ session }); mapTodos[todo.id].isDone = true; } setTodos(Object.values(mapTodos)); }, [todos] ); const getCompleted = React.useCallback(async () => { const session = await getSession(); const { completedToDos } = await ToDo."
192,"GetCompleted({ session }); const newTodos = completedToDos.map(todo => ({ id: todo.id, text: todo.description, category: todo.category, isDone: todo.status === 'Completed', entity: todo, })); setTodos(newTodos); }, []); const getPending = React.useCallback(async () => { const session = await getSession(); const { pendingToDos } = await ToDo."
193,"GetPending({ session }); const newTodos = pendingToDos.map(todo => ({ id: todo.id, text: todo.description, category: todo.category, isDone: todo.status === 'Completed', entity: todo, })); setTodos(newTodos); }, []); const removeTodo = React.useCallback( async (index, todo) => { const session = await getSession(); const todoRef = await ToDo.getByRef({ contentRef: { id: todo.id, contentType: todo.entity.contentType }, session, }); await todoRef.content."
